销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额
2021045574-20,8000289637,8000288049,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288049,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288049,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288049,8000272116,套塑子工序,0.155189
2021045574-20,8000289637,8000288049,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288048,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288048,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288048,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288048,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288048,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288048,8000272115,套塑子工序,0.155189
2021045574-20,8000289637,8000288048,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288050,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288050,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288050,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288050,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288050,8000272117,套塑子工序,0.155189
2021045574-20,8000289637,8000288047,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288047,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288047,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288047,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288047,8000272114,套塑子工序,0.155189
2021045574-20,8000289637,8000288047,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288047,8000001281,套塑子工序,1
2021045574-20,8000289637,8000001377,8000225746,着色子工序,0.00582
2021045574-20,8000289637,8000001377,8000000002,着色子工序,1
2021045574-20,8000289637,8000001389,8000225747,着色子工序,0.00582
2021045574-20,8000289637,8000001389,8000000002,着色子工序,1
2021045574-20,8000289637,8000001329,8000225742,着色子工序,0.00582
2021045574-20,8000289637,8000001329,8000000002,着色子工序,1
2021045574-20,8000289637,8000001281,8000000002,着色子工序,1
2021045574-20,8000289637,8000001281,8000225738,着色子工序,0.00582
2021045574-20,8000289637,8000001317,8000000002,着色子工序,1
2021045574-20,8000289637,8000001317,8000225741,着色子工序,0.00582
2021045574-20,8000289637,8000001305,8000000002,着色子工序,1
2021045574-20,8000289637,8000001305,8000225740,着色子工序,0.00582
2021045574-20,8000289637,8000001353,8000225744,着色子工序,0.00582
2021045574-20,8000289637,8000001353,8000000002,着色子工序,1
2021045574-20,8000289637,8000001269,8000225737,着色子工序,0.00582
2021045574-20,8000289637,8000001269,8000000002,着色子工序,1
2021045574-20,8000289637,8000001341,8000000002,着色子工序,1
2021045574-20,8000289637,8000001341,8000225743,着色子工序,0.00582
2021045574-20,8000289637,8000001401,8000000002,着色子工序,1
2021045574-20,8000289637,8000001401,8000225748,着色子工序,0.00582
2021045574-20,8000289637,8000001365,8000225745,着色子工序,0.00582
2021045574-20,8000289637,8000001365,8000000002,着色子工序,1
2021045574-20,8000289637,8000001293,8000225739,着色子工序,0.00582
2021045574-20,8000289637,8000001293,8000000002,着色子工序,1
2021055262-30,8000289766,8000289766,8000289799,外护子工序,1
2021055262-30,8000289766,8000289766,8000232610,外护子工序,27.885
2021055262-30,8000289766,8000289766,8000275010,外护子工序,0.325
2021055262-30,8000289766,8000289766,8000275387,外护子工序,55.7
2021055262-30,8000289766,8000289766,8000272510,外护子工序,0.208
2021055262-30,8000289766,8000289799,8000239089,内护子工序,0.175
2021055262-30,8000289766,8000289799,8000283700,内护子工序,21.492
2021055262-30,8000289766,8000289799,8000289796,内护子工序,1.025
2021055262-30,8000289766,8000289799,8000283379,内护子工序,0.163
2021055262-30,8000289766,8000289796,8002191137,成缆子工序,1
2021055262-30,8000289766,8000289796,8000283379,成缆子工序,0.195122
2021055262-30,8000289766,8000289796,8000051664,成缆子工序,1
2021055262-30,8000289766,8000289796,8000223851,成缆子工序,1.02439
2021055262-30,8000289766,8000289796,8000239096,成缆子工序,0.532683
2021055262-30,8000289766,8000289796,8002191136,成缆子工序,1
2021055262-30,8000289766,8000289796,8002191135,成缆子工序,1
2021055262-30,8000289766,8002191137,8000289819,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289817,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289820,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289806,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289809,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289825,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289804,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289808,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289802,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289823,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289811,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289816,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289815,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289803,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289818,套塑子工序,1
2021055262-30,8000289766,8002191137,8000225972,套塑子工序,1.600976
2021055262-30,8000289766,8002191137,8000289821,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289824,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289807,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289813,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289810,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289814,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289812,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289822,套塑子工序,1
2021055262-30,8000289766,8002191137,8000289805,套塑子工序,1
2021055262-30,8000289766,8002191137,8000224609,套塑子工序,3.68
2021055262-30,8000289766,8002191136,8000289816,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289817,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289821,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289815,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289813,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289811,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289809,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289805,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289806,套塑子工序,1
2021055262-30,8000289766,8002191136,8000283272,套塑子工序,0.12878
2021055262-30,8000289766,8002191136,8000289812,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289824,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289807,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289825,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289808,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289803,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289804,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289822,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289819,套塑子工序,1
2021055262-30,8000289766,8002191136,8000225972,套塑子工序,1.600976
2021055262-30,8000289766,8002191136,8000224609,套塑子工序,3.68
2021055262-30,8000289766,8002191136,8000289820,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289810,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289802,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289814,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289818,套塑子工序,1
2021055262-30,8000289766,8002191136,8000289823,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289814,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289818,套塑子工序,1
2021055262-30,8000289766,8002191135,8000225972,套塑子工序,1.600976
2021055262-30,8000289766,8002191135,8000289813,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289811,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289823,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289822,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289802,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289816,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289819,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289807,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289815,套塑子工序,1
2021055262-30,8000289766,8002191135,8000224609,套塑子工序,3.68
2021055262-30,8000289766,8002191135,8000289812,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289817,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289821,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289805,套塑子工序,1
2021055262-30,8000289766,8002191135,8000283276,套塑子工序,0.12878
2021055262-30,8000289766,8002191135,8000289804,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289808,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289806,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289824,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289820,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289809,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289825,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289803,套塑子工序,1
2021055262-30,8000289766,8002191135,8000289810,套塑子工序,1
2021055262-30,8000289766,8000289819,8000276824,着色子工序,1
2021055262-30,8000289766,8000289819,8000225742,着色子工序,0.005854
2021055262-30,8000289766,8000289817,8000276824,着色子工序,1
2021055262-30,8000289766,8000289817,8000225740,着色子工序,0.005854
2021055262-30,8000289766,8000289820,8000225743,着色子工序,0.005854
2021055262-30,8000289766,8000289820,8000276824,着色子工序,1
2021055262-30,8000289766,8000289806,8000225741,着色子工序,0.005854
2021055262-30,8000289766,8000289806,8000276824,着色子工序,1
2021055262-30,8000289766,8000289809,8000225744,着色子工序,0.005854
2021055262-30,8000289766,8000289809,8000276824,着色子工序,1
2021055262-30,8000289766,8000289825,8000276824,着色子工序,1
2021055262-30,8000289766,8000289825,8000225748,着色子工序,0.005854
2021055262-30,8000289766,8000289804,8000276824,着色子工序,1
2021055262-30,8000289766,8000289804,8000225739,着色子工序,0.005854
2021055262-30,8000289766,8000289808,8000225743,着色子工序,0.005854
2021055262-30,8000289766,8000289808,8000276824,着色子工序,1
2021055262-30,8000289766,8000289802,8000276824,着色子工序,1
2021055262-30,8000289766,8000289802,8000225737,着色子工序,0.005854
2021055262-30,8000289766,8000289823,8000276824,着色子工序,1
2021055262-30,8000289766,8000289823,8000225746,着色子工序,0.005854
2021055262-30,8000289766,8000289811,8000225746,着色子工序,0.005854
2021055262-30,8000289766,8000289811,8000276824,着色子工序,1
2021055262-30,8000289766,8000289816,8000225739,着色子工序,0.005854
2021055262-30,8000289766,8000289816,8000276824,着色子工序,1
2021055262-30,8000289766,8000289815,8000276824,着色子工序,1
2021055262-30,8000289766,8000289815,8000225738,着色子工序,0.005854
2021055262-30,8000289766,8000289803,8000225738,着色子工序,0.005854
2021055262-30,8000289766,8000289803,8000276824,着色子工序,1
2021055262-30,8000289766,8000289818,8000225741,着色子工序,0.005854
2021055262-30,8000289766,8000289818,8000276824,着色子工序,1
2021055262-30,8000289766,8000289821,8000250562,着色子工序,0.005854
2021055262-30,8000289766,8000289821,8000276824,着色子工序,1
2021055262-30,8000289766,8000289824,8000225747,着色子工序,0.005854
2021055262-30,8000289766,8000289824,8000276824,着色子工序,1
2021055262-30,8000289766,8000289807,8000276824,着色子工序,1
2021055262-30,8000289766,8000289807,8000225742,着色子工序,0.005854
2021055262-30,8000289766,8000289813,8000225748,着色子工序,0.005854
2021055262-30,8000289766,8000289813,8000276824,着色子工序,1
2021055262-30,8000289766,8000289810,8000225745,着色子工序,0.005854
2021055262-30,8000289766,8000289810,8000276824,着色子工序,1
2021055262-30,8000289766,8000289814,8000276824,着色子工序,1
2021055262-30,8000289766,8000289814,8000225737,着色子工序,0.005854
2021055262-30,8000289766,8000289812,8000225747,着色子工序,0.005854
2021055262-30,8000289766,8000289812,8000276824,着色子工序,1
2021055262-30,8000289766,8000289822,8000276824,着色子工序,1
2021055262-30,8000289766,8000289822,8000225745,着色子工序,0.005854
2021055262-30,8000289766,8000289805,8000276824,着色子工序,1
2021055262-30,8000289766,8000289805,8000225740,着色子工序,0.005854
2021055140-10,8000289921,8000289921,8002183755,外护子工序,11.393
2021055140-10,8000289921,8000289921,8000290112,外护子工序,1.012
2021055140-10,8000289921,8000289921,8000239089,外护子工序,0.35
2021055140-10,8000289921,8000290112,8002197526,成缆子工序,1
2021055140-10,8000289921,8000290112,8002197525,成缆子工序,1
2021055140-10,8000289921,8000290112,8002197530,成缆子工序,1
2021055140-10,8000289921,8000290112,8002197524,成缆子工序,1
2021055140-10,8000289921,8000290112,8000253346,成缆子工序,1.037549
2021055140-10,8000289921,8000290112,8000232590,成缆子工序,0.296443
