销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额,采购
2021055411-100,8002152052,8000031824,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031824,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031824,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031824,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031824,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031824,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031824,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031824,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031824,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031824,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031824,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031824,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8002192393,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8002192393,8000283272,套塑子工序,0.094967,是
2021055411-100,8002152052,8002192393,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8002192393,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8002192393,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8002192393,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8002192393,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8002192393,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8002192393,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8002192393,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8002192393,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8002192393,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8002192393,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8002192393,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8002192393,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8002192391,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8002192391,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8002192391,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8002192391,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8002192391,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8002192391,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8002192391,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8002192391,8000283270,套塑子工序,0.094967,是
2021055411-100,8002152052,8002192391,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8002192391,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8002192391,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8002192391,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8002192391,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8002192391,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8002192391,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031821,8000283272,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031821,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031821,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031821,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031821,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031821,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031821,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031821,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031821,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031821,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031821,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031821,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031821,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031821,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031821,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031830,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031830,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031830,8000224624,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031830,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031830,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031830,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031830,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031830,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031830,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031830,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031830,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031830,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031830,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031830,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031830,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031826,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031826,8000283277,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031826,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031826,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031826,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031826,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031826,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031826,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031826,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031826,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031826,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031826,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031826,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031826,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031826,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8002192392,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8002192392,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8002192392,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8002192392,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8002192392,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8002192392,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8002192392,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8002192392,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8002192392,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8002192392,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8002192392,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8002192392,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8002192392,8000283271,套塑子工序,0.094967,是
2021055411-100,8002152052,8002192392,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8002192392,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031820,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031820,8000283271,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031820,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031820,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031820,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031820,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031820,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031820,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031820,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031820,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031820,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031820,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031820,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031820,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031820,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031825,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031825,8000283276,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031825,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031825,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031825,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031825,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031825,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031825,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031825,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031825,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031825,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031825,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031825,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031825,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031825,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000001389,8000225747,着色子工序,0.005698,是
2021055411-100,8002152052,8000001389,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001317,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001317,8000225741,着色子工序,0.005698,是
2021055411-100,8002152052,8000001305,8000225740,着色子工序,0.005698,是
2021055411-100,8002152052,8000001305,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001293,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001293,8000225739,着色子工序,0.005698,是
2021055411-100,8002152052,8000001401,8000225748,着色子工序,0.005698,是
2021055411-100,8002152052,8000001401,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001329,8000225742,着色子工序,0.005698,是
2021055411-100,8002152052,8000001329,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001365,8000225745,着色子工序,0.005698,是
2021055411-100,8002152052,8000001365,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001353,8000225744,着色子工序,0.005698,是
2021055411-100,8002152052,8000001353,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001281,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001281,8000225738,着色子工序,0.005698,是
2021055411-100,8002152052,8000001341,8000225743,着色子工序,0.005698,是
2021055411-100,8002152052,8000001341,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001377,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001377,8000225746,着色子工序,0.005698,是
2021055411-100,8002152052,8000001269,8000000002,着色子工序,1,是
2021055411-100,8002152052,8000001269,8000225737,着色子工序,0.005698,是
2021055411-100,8002152052,8000051757,8000223854,加强件子工序,1,是
2021055411-100,8002152052,8000051757,8000224419,加强件子工序,6.73619,是
2021050437-10,8002155178,8002155178,8000232610,外护子工序,8.45,是
2021050437-10,8002155178,8002155178,8000147753,外护子工序,1,8000147753
2021050437-10,8002155178,8002155178,8000271806,外护子工序,54.895,是
2021050437-10,8002155178,8000147753,8000225974,内护子工序,8.531,是
2021050437-10,8002155178,8000147753,8000224420,内护子工序,19.42,是
2021050437-10,8002155178,8000147753,8000055182,内护子工序,1.028,8000055182
2021050437-10,8002155178,8000055182,8000031596,成缆子工序,1,8000031596
2021050437-10,8002155178,8000055182,8000239089,成缆子工序,0.25,是
2021050437-10,8002155178,8000055182,8000223849,成缆子工序,1.021401,是
2021050437-10,8002155178,8000055182,8000275219,成缆子工序,0.25,是
2021050437-10,8002155178,8000055182,8000031594,成缆子工序,1,8000031594
2021050437-10,8002155178,8000055182,8000031597,成缆子工序,1,8000031597
2021050437-10,8002155178,8000055182,8000031595,成缆子工序,1,8000031595
2021050437-10,8002155178,8000055182,8000051652,成缆子工序,2,是
2021050437-10,8002155178,8000031596,8000001317,套塑子工序,1,8000001317
2021050437-10,8002155178,8000031596,8000001413,套塑子工序,1,8000001413
2021050437-10,8002155178,8000031596,8000001281,套塑子工序,1,8000001281
2021050437-10,8002155178,8000031596,8000224609,套塑子工序,2.564202,是
2021050437-10,8002155178,8000031596,8000283272,套塑子工序,0.089494,是
2021050437-10,8002155178,8000031596,8000001293,套塑子工序,1,8000001293
2021050437-10,8002155178,8000031596,8000225972,套塑子工序,1.509728,是
2021050437-10,8002155178,8000031596,8000001305,套塑子工序,1,8000001305
2021050437-10,8002155178,8000031596,8000001269,套塑子工序,1,8000001269
2021050437-10,8002155178,8000031594,8000283270,套塑子工序,0.089494,是
2021050437-10,8002155178,8000031594,8000001413,套塑子工序,1,8000001413
2021050437-10,8002155178,8000031594,8000001269,套塑子工序,1,8000001269
2021050437-10,8002155178,8000031594,8000001317,套塑子工序,1,8000001317
2021050437-10,8002155178,8000031594,8000225972,套塑子工序,1.509728,是
2021050437-10,8002155178,8000031594,8000001281,套塑子工序,1,8000001281
2021050437-10,8002155178,8000031594,8000001293,套塑子工序,1,8000001293
2021050437-10,8002155178,8000031594,8000001305,套塑子工序,1,8000001305
2021050437-10,8002155178,8000031594,8000224609,套塑子工序,2.564202,是
2021050437-10,8002155178,8000031597,8000001293,套塑子工序,1,8000001293
2021050437-10,8002155178,8000031597,8000225972,套塑子工序,1.509728,是
2021050437-10,8002155178,8000031597,8000224609,套塑子工序,2.564202,是
2021050437-10,8002155178,8000031597,8000001305,套塑子工序,1,8000001305
2021050437-10,8002155178,8000031597,8000001281,套塑子工序,1,8000001281
2021050437-10,8002155178,8000031597,8000001269,套塑子工序,1,8000001269
2021050437-10,8002155178,8000031597,8000001413,套塑子工序,1,8000001413
2021050437-10,8002155178,8000031597,8000001317,套塑子工序,1,8000001317
2021050437-10,8002155178,8000031597,8000283273,套塑子工序,0.089494,是
2021050437-10,8002155178,8000031595,8000001413,套塑子工序,1,8000001413
